序号,汉字,Unicode,Unicode十六进制,来源,出现次数
6212,阮,38446,U+962E,追加字库; 合并字库; GB2312,3
6213,阱,38449,U+9631,追加字库; 合并字库; GB2312,3
6214,防,38450,U+9632,合并字库; GB2312,2
6215,阳,38451,U+9633,合并字库; GB2312,2
6216,阴,38452,U+9634,合并字库; GB2312,2
6217,阵,38453,U+9635,追加字库; 合并字库; GB2312,3
6218,阶,38454,U+9636,追加字库; 合并字库; GB2312,3
6219,阻,38459,U+963B,合并字库; GB2312,2
6220,阼,38460,U+963C,追加字库; 合并字库; GB2312,3
6221,阽,38461,U+963D,追加字库; 合并字库; GB2312,3
6222,阿,38463,U+963F,合并字库; GB2312,2
6223,陀,38464,U+9640,合并字库; GB2312,2
6224,陂,38466,U+9642,合并字库; GB2312,2
6225,附,38468,U+9644,追加字库; 合并字库; GB2312,3
6226,际,38469,U+9645,合并字库; GB2312,2
6227,陆,38470,U+9646,合并字库; GB2312,2
6228,陇,38471,U+9647,追加字库; 合并字库; GB2312,3
6229,陈,38472,U+9648,合并字库; GB2312,2
6230,陉,38473,U+9649,合并字库; GB2312,2
6231,陋,38475,U+964B,追加字库; 合并字库; GB2312,3
6232,陌,38476,U+964C,追加字库; 合并字库; GB2312,3
6233,降,38477,U+964D,合并字库; GB2312,2
6234,限,38480,U+9650,合并字库; GB2312,2
6235,陔,38484,U+9654,追加字库; 合并字库; GB2312,3
6236,陕,38485,U+9655,合并字库; GB2312,2
6237,陛,38491,U+965B,追加字库; 合并字库; GB2312,3
6238,陟,38495,U+965F,追加字库; 合并字库; GB2312,3
6239,陡,38497,U+9661,追加字库; 合并字库; GB2312,3
6240,院,38498,U+9662,合并字库; GB2312,2
6241,除,38500,U+9664,合并字库; GB2312,2
6242,陧,38503,U+9667,追加字库; 合并字库; GB2312,3
6243,陨,38504,U+9668,追加字库; 合并字库; GB2312,3
6244,险,38505,U+9669,追加字库; 合并字库; GB2312,3
6245,陪,38506,U+966A,追加字库; 合并字库; GB2312,3
6246,陬,38508,U+966C,追加字库; 合并字库; GB2312,3
6247,陲,38514,U+9672,追加字库; 合并字库; GB2312,3
6248,陴,38516,U+9674,追加字库; 合并字库; GB2312,3
6249,陵,38517,U+9675,合并字库; GB2312,2
6250,陶,38518,U+9676,合并字库; GB2312,2
6251,陷,38519,U+9677,追加字库; 合并字库; GB2312,3
6252,隅,38533,U+9685,追加字库; 合并字库; GB2312,3
6253,隆,38534,U+9686,合并字库; GB2312,2
6254,隈,38536,U+9688,追加字库; 合并字库; GB2312,3
6255,隋,38539,U+968B,追加字库; 合并字库; GB2312,3
6256,隍,38541,U+968D,追加字库; 合并字库; GB2312,3
6257,随,38543,U+968F,合并字库; GB2312,2
6258,隐,38544,U+9690,追加字库; 合并字库; GB2312,3
6259,隔,38548,U+9694,追加字库; 合并字库; GB2312,3
6260,隗,38551,U+9697,追加字库; 合并字库; GB2312,3
6261,隘,38552,U+9698,合并字库; GB2312,2
6262,隙,38553,U+9699,追加字库; 合并字库; GB2312,3
6263,障,38556,U+969C,合并字库; GB2312,2
6264,隧,38567,U+96A7,追加字库; 合并字库; GB2312,3
6265,隰,38576,U+96B0,追加字库; 合并字库; GB2312,3
6266,隳,38579,U+96B3,追加字库; 合并字库; GB2312,3
6267,隶,38582,U+96B6,追加字库; 合并字库; GB2312,3
6268,隹,38585,U+96B9,追加字库; 合并字库; GB2312,3
6269,隼,38588,U+96BC,追加字库; 合并字库; GB2312,3
6270,隽,38589,U+96BD,追加字库; 合并字库; GB2312,3
6271,难,38590,U+96BE,追加字库; 合并字库; GB2312,3
6272,雀,38592,U+96C0,追加字库; 合并字库; GB2312,3
6273,雁,38593,U+96C1,追加字库; 合并字库; GB2312,3
6274,雄,38596,U+96C4,合并字库; GB2312,2
6275,雅,38597,U+96C5,合并字库; GB2312,2
6276,集,38598,U+96C6,合并字库; GB2312,2
6277,雇,38599,U+96C7,追加字库; 合并字库; GB2312,3
6278,雉,38601,U+96C9,追加字库; 合并字库; GB2312,3
6279,雌,38604,U+96CC,追加字库; 合并字库; GB2312,3
6280,雍,38605,U+96CD,追加字库; 合并字库; GB2312,3
6281,雎,38606,U+96CE,追加字库; 合并字库; GB2312,3
6282,雏,38607,U+96CF,追加字库; 合并字库; GB2312,3
6283,雒,38610,U+96D2,追加字库; 合并字库; GB2312,3
6284,雕,38613,U+96D5,追加字库; 合并字库; GB2312,3
6285,雠,38624,U+96E0,追加字库; 合并字库; GB2312,3
6286,雨,38632,U+96E8,合并字库; GB2312,2
6287,雩,38633,U+96E9,追加字库; 合并字库; GB2312,3
6288,雪,38634,U+96EA,合并字库; GB2312,2
6289,雯,38639,U+96EF,追加字库; 合并字库; GB2312,3
6290,雳,38643,U+96F3,追加字库; 合并字库; GB2312,3
6291,零,38646,U+96F6,合并字库; GB2312,2
6292,雷,38647,U+96F7,合并字库; GB2312,2
6293,雹,38649,U+96F9,追加字库; 合并字库; GB2312,3
6294,雾,38654,U+96FE,合并字库; GB2312,2
6295,需,38656,U+9700,合并字库; GB2312,2
6296,霁,38657,U+9701,追加字库; 合并字库; GB2312,3
6297,霄,38660,U+9704,追加字库; 合并字库; GB2312,3
6298,霆,38662,U+9706,合并字库; GB2312,2
6299,震,38663,U+9707,追加字库; 合并字库; GB2312,3
6300,霈,38664,U+9708,追加字库; 合并字库; GB2312,3
6301,霉,38665,U+9709,追加字库; 合并字库; GB2312,3
6302,霍,38669,U+970D,合并字库; GB2312,2
6303,霎,38670,U+970E,追加字库; 合并字库; GB2312,3
6304,霏,38671,U+970F,追加字库; 合并字库; GB2312,3
6305,霓,38675,U+9713,追加字库; 合并字库; GB2312,3
6306,霖,38678,U+9716,追加字库; 合并字库; GB2312,3
6307,霜,38684,U+971C,合并字库; GB2312,2
6308,霞,38686,U+971E,合并字库; GB2312,2
6309,霪,38698,U+972A,追加字库; 合并字库; GB2312,3
6310,霭,38701,U+972D,追加字库; 合并字库; GB2312,3
6311,霰,38704,U+9730,追加字库; 合并字库; GB2312,3
6312,露,38706,U+9732,合并字库; GB2312,2
6313,霸,38712,U+9738,合并字库; GB2312,2
6314,霹,38713,U+9739,追加字库; 合并字库; GB2312,3
6315,霾,38718,U+973E,追加字库; 合并字库; GB2312,3
6316,青,38738,U+9752,合并字库; GB2312,2
6317,靓,38739,U+9753,追加字库; 合并字库; GB2312,3
6318,靖,38742,U+9756,合并字库; GB2312,2
6319,静,38745,U+9759,合并字库; GB2312,2
6320,靛,38747,U+975B,追加字库; 合并字库; GB2312,3
6321,非,38750,U+975E,追加字库; 合并字库; GB2312,3
6322,靠,38752,U+9760,追加字库; 合并字库; GB2312,3
6323,靡,38753,U+9761,追加字库; 合并字库; GB2312,3
6324,面,38754,U+9762,追加字库; 合并字库; GB2312,3
6325,靥,38757,U+9765,追加字库; 合并字库; GB2312,3
6326,革,38761,U+9769,追加字库; 合并字库; GB2312,3
6327,靳,38771,U+9773,追加字库; 合并字库; GB2312,3
6328,靴,38772,U+9774,追加字库; 合并字库; GB2312,3
6329,靶,38774,U+9776,追加字库; 合并字库; GB2312,3
6330,靼,38780,U+977C,追加字库; 合并字库; GB2312,3
6331,鞅,38789,U+9785,追加字库; 合并字库; GB2312,3
6332,鞋,38795,U+978B,追加字库; 合并字库; GB2312,3
6333,鞍,38797,U+978D,合并字库; GB2312,2
6334,鞑,38801,U+9791,追加字库; 合并字库; GB2312,3
6335,鞒,38802,U+9792,追加字库; 合并字库; GB2312,3
6336,鞔,38804,U+9794,追加字库; 合并字库; GB2312,3
6337,鞘,38808,U+9798,追加字库; 合并字库; GB2312,3
6338,鞠,38816,U+97A0,追加字库; 合并字库; GB2312,3
6339,鞣,38819,U+97A3,追加字库; 合并字库; GB2312,3
6340,鞫,38827,U+97AB,追加字库; 合并字库; GB2312,3
6341,鞭,38829,U+97AD,追加字库; 合并字库; GB2312,3
6342,鞯,38831,U+97AF,追加字库; 合并字库; GB2312,3
6343,鞲,38834,U+97B2,追加字库; 合并字库; GB2312,3
6344,鞴,38836,U+97B4,追加字库; 合并字库; GB2312,3
6345,韦,38886,U+97E6,追加字库; 合并字库; GB2312,3
6346,韧,38887,U+97E7,追加字库; 合并字库; GB2312,3
6347,韩,38889,U+97E9,合并字库; GB2312,2
6348,韪,38890,U+97EA,追加字库; 合并字库; GB2312,3
6349,韫,38891,U+97EB,追加字库; 合并字库; GB2312,3
6350,韬,38892,U+97EC,追加字库; 合并字库; GB2312,3
6351,韭,38893,U+97ED,追加字库; 合并字库; GB2312,3
6352,音,38899,U+97F3,合并字库; GB2312,2
6353,韵,38901,U+97F5,追加字库; 合并字库; GB2312,3
6354,韶,38902,U+97F6,合并字库; GB2312,2
6355,页,39029,U+9875,合并字库; GB2312,2
6356,顶,39030,U+9876,合并字库; GB2312,2
6357,顷,39031,U+9877,追加字库; 合并字库; GB2312,3
6358,顸,39032,U+9878,追加字库; 合并字库; GB2312,3
6359,项,39033,U+9879,合并字库; GB2312,2
6360,顺,39034,U+987A,追加字库; 合并字库; GB2312,3
6361,须,39035,U+987B,合并字库; GB2312,2
6362,顼,39036,U+987C,追加字库; 合并字库; GB2312,3
6363,顽,39037,U+987D,追加字库; 合并字库; GB2312,3
6364,顾,39038,U+987E,追加字库; 合并字库; GB2312,3
6365,顿,39039,U+987F,追加字库; 合并字库; GB2312,3
6366,颀,39040,U+9880,追加字库; 合并字库; GB2312,3
6367,颁,39041,U+9881,追加字库; 合并字库; GB2312,3
6368,颂,39042,U+9882,追加字库; 合并字库; GB2312,3
6369,颃,39043,U+9883,追加字库; 合并字库; GB2312,3
6370,预,39044,U+9884,追加字库; 合并字库; GB2312,3
6371,颅,39045,U+9885,追加字库; 合并字库; GB2312,3
6372,领,39046,U+9886,追加字库; 合并字库; GB2312,3
6373,颇,39047,U+9887,追加字库; 合并字库; GB2312,3
6374,颈,39048,U+9888,追加字库; 合并字库; GB2312,3
6375,颉,39049,U+9889,追加字库; 合并字库; GB2312,3
6376,颊,39050,U+988A,追加字库; 合并字库; GB2312,3
6377,颌,39052,U+988C,追加字库; 合并字库; GB2312,3
6378,颍,39053,U+988D,合并字库; GB2312,2
6379,颏,39055,U+988F,追加字库; 合并字库; GB2312,3
6380,颐,39056,U+9890,追加字库; 合并字库; GB2312,3
6381,频,39057,U+9891,合并字库; GB2312,2
6382,颓,39059,U+9893,追加字库; 合并字库; GB2312,3
6383,颔,39060,U+9894,追加字库; 合并字库; GB2312,3
6384,颖,39062,U+9896,追加字库; 合并字库; GB2312,3
6385,颗,39063,U+9897,追加字库; 合并字库; GB2312,3
6386,题,39064,U+9898,追加字库; 合并字库; GB2312,3
6387,颚,39066,U+989A,追加字库; 合并字库; GB2312,3
6388,颛,39067,U+989B,追加字库; 合并字库; GB2312,3
6389,颜,39068,U+989C,追加字库; 合并字库; GB2312,3
6390,额,39069,U+989D,追加字库; 合并字库; GB2312,3
6391,颞,39070,U+989E,追加字库; 合并字库; GB2312,3
6392,颟,39071,U+989F,追加字库; 合并字库; GB2312,3
6393,颠,39072,U+98A0,追加字库; 合并字库; GB2312,3
6394,颡,39073,U+98A1,追加字库; 合并字库; GB2312,3
6395,颢,39074,U+98A2,追加字库; 合并字库; GB2312,3
6396,颤,39076,U+98A4,追加字库; 合并字库; GB2312,3
6397,颥,39077,U+98A5,追加字库; 合并字库; GB2312,3
6398,颦,39078,U+98A6,追加字库; 合并字库; GB2312,3
6399,颧,39079,U+98A7,追加字库; 合并字库; GB2312,3
6400,风,39118,U+98CE,合并字库; GB2312,2
6401,飑,39121,U+98D1,追加字库; 合并字库; GB2312,3
6402,飒,39122,U+98D2,追加字库; 合并字库; GB2312,3
6403,飓,39123,U+98D3,追加字库; 合并字库; GB2312,3
6404,飕,39125,U+98D5,追加字库; 合并字库; GB2312,3
6405,飘,39128,U+98D8,追加字库; 合并字库; GB2312,3
6406,飙,39129,U+98D9,追加字库; 合并字库; GB2312,3
6407,飚,39130,U+98DA,追加字库; 合并字库; GB2312,3
6408,飞,39134,U+98DE,合并字库; GB2312,2
6409,食,39135,U+98DF,追加字库; 合并字库; GB2312,3
6410,飧,39143,U+98E7,追加字库; 合并字库; GB2312,3
6411,飨,39144,U+98E8,追加字库; 合并字库; GB2312,3
6412,餍,39181,U+990D,追加字库; 合并字库; GB2312,3
6413,餐,39184,U+9910,追加字库; 合并字库; GB2312,3
6414,餮,39214,U+992E,追加字库; 合并字库; GB2312,3
6415,饔,39252,U+9954,追加字库; 合并字库; GB2312,3
6416,饕,39253,U+9955,追加字库; 合并字库; GB2312,3
6417,饣,39267,U+9963,追加字库; 合并字库; GB2312,3
6418,饥,39269,U+9965,追加字库; 合并字库; GB2312,3
6419,饧,39271,U+9967,追加字库; 合并字库; GB2312,3
6420,饨,39272,U+9968,追加字库; 合并字库; GB2312,3
6421,饩,39273,U+9969,追加字库; 合并字库; GB2312,3
6422,饪,39274,U+996A,追加字库; 合并字库; GB2312,3
6423,饫,39275,U+996B,追加字库; 合并字库; GB2312,3
6424,饬,39276,U+996C,追加字库; 合并字库; GB2312,3
6425,饭,39277,U+996D,追加字库; 合并字库; GB2312,3
6426,饮,39278,U+996E,追加字库; 合并字库; GB2312,3
6427,饯,39279,U+996F,追加字库; 合并字库; GB2312,3
6428,饰,39280,U+9970,追加字库; 合并字库; GB2312,3
6429,饱,39281,U+9971,追加字库; 合并字库; GB2312,3
6430,饲,39282,U+9972,追加字库; 合并字库; GB2312,3
6431,饴,39284,U+9974,追加字库; 合并字库; GB2312,3
6432,饵,39285,U+9975,追加字库; 合并字库; GB2312,3
6433,饶,39286,U+9976,合并字库; GB2312,2
6434,饷,39287,U+9977,追加字库; 合并字库; GB2312,3
6435,饺,39290,U+997A,追加字库; 合并字库; GB2312,3
6436,饼,39292,U+997C,追加字库; 合并字库; GB2312,3
6437,饽,39293,U+997D,追加字库; 合并字库; GB2312,3
6438,饿,39295,U+997F,追加字库; 合并字库; GB2312,3
6439,馀,39296,U+9980,追加字库; 合并字库; GB2312,3
6440,馁,39297,U+9981,追加字库; 合并字库; GB2312,3
6441,馄,39300,U+9984,追加字库; 合并字库; GB2312,3
6442,馅,39301,U+9985,追加字库; 合并字库; GB2312,3
6443,馆,39302,U+9986,合并字库; GB2312,2
6444,馇,39303,U+9987,追加字库; 合并字库; GB2312,3
6445,馈,39304,U+9988,追加字库; 合并字库; GB2312,3
6446,馊,39306,U+998A,追加字库; 合并字库; GB2312,3
6447,馋,39307,U+998B,追加字库; 合并字库; GB2312,3
6448,馍,39309,U+998D,追加字库; 合并字库; GB2312,3
6449,馏,39311,U+998F,追加字库; 合并字库; GB2312,3
6450,馐,39312,U+9990,追加字库; 合并字库; GB2312,3
6451,馑,39313,U+9991,追加字库; 合并字库; GB2312,3
6452,馒,39314,U+9992,追加字库; 合并字库; GB2312,3
6453,馓,39315,U+9993,追加字库; 合并字库; GB2312,3
6454,馔,39316,U+9994,追加字库; 合并字库; GB2312,3
6455,馕,39317,U+9995,追加字库; 合并字库; GB2312,3
6456,首,39318,U+9996,追加字库; 合并字库; GB2312,3
6457,馗,39319,U+9997,追加字库; 合并字库; GB2312,3
6458,馘,39320,U+9998,追加字库; 合并字库; GB2312,3
6459,香,39321,U+9999,合并字库; GB2312,2
6460,馥,39333,U+99A5,追加字库; 合并字库; GB2312,3
6461,馨,39336,U+99A8,追加字库; 合并字库; GB2312,3
6462,马,39532,U+9A6C,合并字库; GB2312,2
6463,驭,39533,U+9A6D,追加字库; 合并字库; GB2312,3
6464,驮,39534,U+9A6E,追加字库; 合并字库; GB2312,3
6465,驯,39535,U+9A6F,追加字库; 合并字库; GB2312,3
6466,驰,39536,U+9A70,合并字库; GB2312,2
6467,驱,39537,U+9A71,追加字库; 合并字库; GB2312,3
6468,驳,39539,U+9A73,合并字库; GB2312,2
6469,驴,39540,U+9A74,追加字库; 合并字库; GB2312,3
6470,驵,39541,U+9A75,追加字库; 合并字库; GB2312,3
6471,驶,39542,U+9A76,追加字库; 合并字库; GB2312,3
6472,驷,39543,U+9A77,追加字库; 合并字库; GB2312,3
6473,驸,39544,U+9A78,追加字库; 合并字库; GB2312,3
6474,驹,39545,U+9A79,追加字库; 合并字库; GB2312,3
6475,驺,39546,U+9A7A,追加字库; 合并字库; GB2312,3
6476,驻,39547,U+9A7B,合并字库; GB2312,2
6477,驼,39548,U+9A7C,追加字库; 合并字库; GB2312,3
6478,驽,39549,U+9A7D,追加字库; 合并字库; GB2312,3
6479,驾,39550,U+9A7E,合并字库; GB2312,2
6480,驿,39551,U+9A7F,追加字库; 合并字库; GB2312,3
6481,骀,39552,U+9A80,追加字库; 合并字库; GB2312,3
6482,骁,39553,U+9A81,追加字库; 合并字库; GB2312,3
6483,骂,39554,U+9A82,追加字库; 合并字库; GB2312,3
6484,骄,39556,U+9A84,追加字库; 合并字库; GB2312,3
6485,骅,39557,U+9A85,合并字库; GB2312,2
6486,骆,39558,U+9A86,追加字库; 合并字库; GB2312,3
6487,骇,39559,U+9A87,追加字库; 合并字库; GB2312,3
6488,骈,39560,U+9A88,追加字库; 合并字库; GB2312,3
6489,骊,39562,U+9A8A,追加字库; 合并字库; GB2312,3
6490,骋,39563,U+9A8B,追加字库; 合并字库; GB2312,3
6491,验,39564,U+9A8C,合并字库; GB2312,2
6492,骏,39567,U+9A8F,追加字库; 合并字库; GB2312,3
6493,骐,39568,U+9A90,追加字库; 合并字库; GB2312,3
6494,骑,39569,U+9A91,合并字库; GB2312,2
6495,骒,39570,U+9A92,追加字库; 合并字库; GB2312,3
6496,骓,39571,U+9A93,追加字库; 合并字库; GB2312,3
6497,骖,39574,U+9A96,追加字库; 合并字库; GB2312,3
6498,骗,39575,U+9A97,追加字库; 合并字库; GB2312,3
6499,骘,39576,U+9A98,追加字库; 合并字库; GB2312,3
6500,骚,39578,U+9A9A,追加字库; 合并字库; GB2312,3
6501,骛,39579,U+9A9B,追加字库; 合并字库; GB2312,3
6502,骜,39580,U+9A9C,追加字库; 合并字库; GB2312,3
6503,骝,39581,U+9A9D,追加字库; 合并字库; GB2312,3
6504,骞,39582,U+9A9E,追加字库; 合并字库; GB2312,3
6505,骟,39583,U+9A9F,追加字库; 合并字库; GB2312,3
6506,骠,39584,U+9AA0,追加字库; 合并字库; GB2312,3
6507,骡,39585,U+9AA1,追加字库; 合并字库; GB2312,3
6508,骢,39586,U+9AA2,追加字库; 合并字库; GB2312,3
6509,骣,39587,U+9AA3,追加字库; 合并字库; GB2312,3
6510,骤,39588,U+9AA4,追加字库; 合并字库; GB2312,3
6511,骥,39589,U+9AA5,追加字库; 合并字库; GB2312,3
6512,骧,39591,U+9AA7,追加字库; 合并字库; GB2312,3
6513,骨,39592,U+9AA8,追加字库; 合并字库; GB2312,3
6514,骰,39600,U+9AB0,追加字库; 合并字库; GB2312,3
6515,骱,39601,U+9AB1,追加字库; 合并字库; GB2312,3
6516,骶,39606,U+9AB6,追加字库; 合并字库; GB2312,3
6517,骷,39607,U+9AB7,追加字库; 合并字库; GB2312,3
6518,骸,39608,U+9AB8,追加字库; 合并字库; GB2312,3
6519,骺,39610,U+9ABA,追加字库; 合并字库; GB2312,3
6520,骼,39612,U+9ABC,追加字库; 合并字库; GB2312,3
6521,髀,39616,U+9AC0,追加字库; 合并字库; GB2312,3
6522,髁,39617,U+9AC1,追加字库; 合并字库; GB2312,3
6523,髂,39618,U+9AC2,追加字库; 合并字库; GB2312,3
6524,髅,39621,U+9AC5,追加字库; 合并字库; GB2312,3
6525,髋,39627,U+9ACB,追加字库; 合并字库; GB2312,3
6526,髌,39628,U+9ACC,追加字库; 合并字库; GB2312,3
6527,髑,39633,U+9AD1,追加字库; 合并字库; GB2312,3
6528,髓,39635,U+9AD3,追加字库; 合并字库; GB2312,3
6529,高,39640,U+9AD8,合并字库; GB2312,2
6530,髟,39647,U+9ADF,追加字库; 合并字库; GB2312,3
6531,髡,39649,U+9AE1,追加字库; 合并字库; GB2312,3
6532,髦,39654,U+9AE6,追加字库; 合并字库; GB2312,3
6533,髫,39659,U+9AEB,追加字库; 合并字库; GB2312,3
6534,髭,39661,U+9AED,追加字库; 合并字库; GB2312,3
6535,髯,39663,U+9AEF,追加字库; 合并字库; GB2312,3
6536,髹,39673,U+9AF9,追加字库; 合并字库; GB2312,3
6537,髻,39675,U+9AFB,追加字库; 合并字库; GB2312,3
6538,鬃,39683,U+9B03,追加字库; 合并字库; GB2312,3
6539,鬈,39688,U+9B08,追加字库; 合并字库; GB2312,3
6540,鬏,39695,U+9B0F,追加字库; 合并字库; GB2312,3
6541,鬓,39699,U+9B13,追加字库; 合并字库; GB2312,3
6542,鬟,39711,U+9B1F,追加字库; 合并字库; GB2312,3
6543,鬣,39715,U+9B23,追加字库; 合并字库; GB2312,3
6544,鬯,39727,U+9B2F,追加字库; 合并字库; GB2312,3
6545,鬲,39730,U+9B32,追加字库; 合并字库; GB2312,3
6546,鬻,39739,U+9B3B,追加字库; 合并字库; GB2312,3
6547,鬼,39740,U+9B3C,合并字库; GB2312,2
6548,魁,39745,U+9B41,追加字库; 合并字库; GB2312,3
6549,魂,39746,U+9B42,追加字库; 合并字库; GB2312,3
6550,魃,39747,U+9B43,追加字库; 合并字库; GB2312,3
6551,魄,39748,U+9B44,追加字库; 合并字库; GB2312,3
6552,魅,39749,U+9B45,合并字库; GB2312,2
6553,魇,39751,U+9B47,追加字库; 合并字库; GB2312,3
6554,魈,39752,U+9B48,追加字库; 合并字库; GB2312,3
6555,魉,39753,U+9B49,追加字库; 合并字库; GB2312,3
6556,魍,39757,U+9B4D,追加字库; 合并字库; GB2312,3
6557,魏,39759,U+9B4F,合并字库; GB2312,2
6558,魑,39761,U+9B51,追加字库; 合并字库; GB2312,3
6559,魔,39764,U+9B54,追加字库; 合并字库; GB2312,3
6560,鱼,40060,U+9C7C,合并字库; GB2312,2
6561,鱿,40063,U+9C7F,追加字库; 合并字库; GB2312,3
6562,鲁,40065,U+9C81,合并字库; GB2312,2
6563,鲂,40066,U+9C82,追加字库; 合并字库; GB2312,3
