序号,汉字,Unicode,Unicode十六进制,来源,出现次数
465,刹,21049,U+5239,追加字库; 合并字库; GB2312,3
466,刺,21050,U+523A,追加字库; 合并字库; GB2312,3
467,刻,21051,U+523B,追加字库; 合并字库; GB2312,3
468,刽,21053,U+523D,追加字库; 合并字库; GB2312,3
469,刿,21055,U+523F,追加字库; 合并字库; GB2312,3
470,剀,21056,U+5240,追加字库; 合并字库; GB2312,3
471,剁,21057,U+5241,追加字库; 合并字库; GB2312,3
472,剂,21058,U+5242,追加字库; 合并字库; GB2312,3
473,剃,21059,U+5243,追加字库; 合并字库; GB2312,3
474,削,21066,U+524A,追加字库; 合并字库; GB2312,3
475,剌,21068,U+524C,追加字库; 合并字库; GB2312,3
476,前,21069,U+524D,合并字库; GB2312,2
477,剐,21072,U+5250,追加字库; 合并字库; GB2312,3
478,剑,21073,U+5251,合并字库; GB2312,2
479,剔,21076,U+5254,追加字库; 合并字库; GB2312,3
480,剖,21078,U+5256,追加字库; 合并字库; GB2312,3
481,剜,21084,U+525C,追加字库; 合并字库; GB2312,3
482,剞,21086,U+525E,追加字库; 合并字库; GB2312,3
483,剡,21089,U+5261,追加字库; 合并字库; GB2312,3
484,剥,21093,U+5265,追加字库; 合并字库; GB2312,3
485,剧,21095,U+5267,追加字库; 合并字库; GB2312,3
486,剩,21097,U+5269,追加字库; 合并字库; GB2312,3
487,剪,21098,U+526A,追加字库; 合并字库; GB2312,3
488,副,21103,U+526F,合并字库; GB2312,2
489,割,21106,U+5272,追加字库; 合并字库; GB2312,3
490,剽,21117,U+527D,追加字库; 合并字库; GB2312,3
491,剿,21119,U+527F,追加字库; 合并字库; GB2312,3
492,劁,21121,U+5281,追加字库; 合并字库; GB2312,3
493,劂,21122,U+5282,追加字库; 合并字库; GB2312,3
494,劈,21128,U+5288,追加字库; 合并字库; GB2312,3
495,劐,21136,U+5290,追加字库; 合并字库; GB2312,3
496,劓,21139,U+5293,追加字库; 合并字库; GB2312,3
497,力,21147,U+529B,合并字库; GB2312,2
498,劝,21149,U+529D,追加字库; 合并字库; GB2312,3
499,办,21150,U+529E,追加字库; 合并字库; GB2312,3
500,功,21151,U+529F,合并字库; GB2312,2
501,加,21152,U+52A0,追加字库; 追加字库; 合并字库; GB2312,4
502,务,21153,U+52A1,合并字库; GB2312,2
503,劢,21154,U+52A2,追加字库; 合并字库; GB2312,3
504,劣,21155,U+52A3,追加字库; 合并字库; GB2312,3
505,动,21160,U+52A8,合并字库; GB2312,2
506,助,21161,U+52A9,追加字库; 合并字库; GB2312,3
507,努,21162,U+52AA,追加字库; 合并字库; GB2312,3
508,劫,21163,U+52AB,追加字库; 合并字库; GB2312,3
509,劬,21164,U+52AC,追加字库; 合并字库; GB2312,3
510,劭,21165,U+52AD,追加字库; 合并字库; GB2312,3
511,励,21169,U+52B1,追加字库; 合并字库; GB2312,3
512,劲,21170,U+52B2,合并字库; GB2312,2
513,劳,21171,U+52B3,合并字库; GB2312,2
514,劾,21182,U+52BE,追加字库; 合并字库; GB2312,3
515,势,21183,U+52BF,追加字库; 合并字库; GB2312,3
516,勃,21187,U+52C3,追加字库; 合并字库; GB2312,3
517,勇,21191,U+52C7,合并字库; GB2312,2
518,勉,21193,U+52C9,追加字库; 合并字库; GB2312,3
519,勋,21195,U+52CB,追加字库; 合并字库; GB2312,3
520,勐,21200,U+52D0,追加字库; 合并字库; GB2312,3
521,勒,21202,U+52D2,合并字库; GB2312,2
522,勖,21206,U+52D6,追加字库; 合并字库; GB2312,3
523,勘,21208,U+52D8,追加字库; 合并字库; GB2312,3
524,募,21215,U+52DF,追加字库; 合并字库; GB2312,3
525,勤,21220,U+52E4,追加字库; 合并字库; GB2312,3
526,勰,21232,U+52F0,追加字库; 合并字库; GB2312,3
527,勹,21241,U+52F9,追加字库; 合并字库; GB2312,3
528,勺,21242,U+52FA,追加字库; 合并字库; GB2312,3
529,勾,21246,U+52FE,追加字库; 合并字库; GB2312,3
530,勿,21247,U+52FF,追加字库; 合并字库; GB2312,3
531,匀,21248,U+5300,合并字库; GB2312,2
532,包,21253,U+5305,合并字库; GB2312,2
533,匆,21254,U+5306,追加字库; 合并字库; GB2312,3
534,匈,21256,U+5308,追加字库; 合并字库; GB2312,3
535,匍,21261,U+530D,追加字库; 合并字库; GB2312,3
536,匏,21263,U+530F,追加字库; 合并字库; GB2312,3
537,匐,21264,U+5310,追加字库; 合并字库; GB2312,3
538,匕,21269,U+5315,追加字库; 合并字库; GB2312,3
539,化,21270,U+5316,合并字库; GB2312,2
540,北,21271,U+5317,合并字库; GB2312,2
541,匙,21273,U+5319,追加字库; 合并字库; GB2312,3
542,匚,21274,U+531A,追加字库; 合并字库; GB2312,3
543,匝,21277,U+531D,追加字库; 合并字库; GB2312,3
544,匠,21280,U+5320,追加字库; 合并字库; GB2312,3
545,匡,21281,U+5321,追加字库; 合并字库; GB2312,3
546,匣,21283,U+5323,追加字库; 合并字库; GB2312,3
547,匦,21286,U+5326,追加字库; 合并字库; GB2312,3
548,匪,21290,U+532A,追加字库; 合并字库; GB2312,3
549,匮,21294,U+532E,追加字库; 合并字库; GB2312,3
550,匹,21305,U+5339,追加字库; 合并字库; GB2312,3
551,区,21306,U+533A,合并字库; GB2312,2
552,医,21307,U+533B,合并字库; GB2312,2
553,匾,21310,U+533E,追加字库; 合并字库; GB2312,3
554,匿,21311,U+533F,追加字库; 合并字库; GB2312,3
555,十,21313,U+5341,合并字库; GB2312,2
556,千,21315,U+5343,合并字库; GB2312,2
557,卅,21317,U+5345,追加字库; 合并字库; GB2312,3
558,升,21319,U+5347,合并字库; GB2312,2
559,午,21320,U+5348,追加字库; 合并字库; GB2312,3
560,卉,21321,U+5349,追加字库; 合并字库; GB2312,3
561,半,21322,U+534A,合并字库; GB2312,2
562,华,21326,U+534E,合并字库; GB2312,2
563,协,21327,U+534F,合并字库; GB2312,2
564,卑,21329,U+5351,追加字库; 合并字库; GB2312,3
565,卒,21330,U+5352,追加字库; 合并字库; GB2312,3
566,卓,21331,U+5353,追加字库; 合并字库; GB2312,3
567,单,21333,U+5355,追加字库; 合并字库; GB2312,3
568,卖,21334,U+5356,合并字库; GB2312,2
569,南,21335,U+5357,合并字库; GB2312,2
570,博,21338,U+535A,合并字库; GB2312,2
571,卜,21340,U+535C,追加字库; 合并字库; GB2312,3
572,卞,21342,U+535E,追加字库; 合并字库; GB2312,3
573,卟,21343,U+535F,追加字库; 合并字库; GB2312,3
574,占,21344,U+5360,合并字库; GB2312,2
575,卡,21345,U+5361,合并字库; GB2312,2
576,卢,21346,U+5362,合并字库; GB2312,2
577,卣,21347,U+5363,追加字库; 合并字库; GB2312,3
578,卤,21348,U+5364,追加字库; 合并字库; GB2312,3
579,卦,21350,U+5366,追加字库; 合并字库; GB2312,3
580,卧,21351,U+5367,合并字库; GB2312,2
581,卩,21353,U+5369,追加字库; 合并字库; GB2312,3
582,卫,21355,U+536B,合并字库; GB2312,2
583,卮,21358,U+536E,追加字库; 合并字库; GB2312,3
584,卯,21359,U+536F,追加字库; 合并字库; GB2312,3
585,印,21360,U+5370,追加字库; 合并字库; GB2312,3
586,危,21361,U+5371,合并字库; GB2312,2
587,即,21363,U+5373,合并字库; GB2312,2
588,却,21364,U+5374,追加字库; 合并字库; GB2312,3
589,卵,21365,U+5375,追加字库; 合并字库; GB2312,3
590,卷,21367,U+5377,追加字库; 合并字库; GB2312,3
591,卸,21368,U+5378,追加字库; 合并字库; GB2312,3
592,卺,21370,U+537A,追加字库; 合并字库; GB2312,3
593,卿,21375,U+537F,追加字库; 合并字库; GB2312,3
594,厂,21378,U+5382,合并字库; GB2312,2
595,厄,21380,U+5384,追加字库; 合并字库; GB2312,3
596,厅,21381,U+5385,合并字库; GB2312,2
597,历,21382,U+5386,追加字库; 合并字库; GB2312,3
598,厉,21385,U+5389,追加字库; 合并字库; GB2312,3
599,压,21387,U+538B,合并字库; GB2312,2
600,厌,21388,U+538C,追加字库; 合并字库; GB2312,3
601,厍,21389,U+538D,追加字库; 合并字库; GB2312,3
602,厕,21397,U+5395,追加字库; 合并字库; GB2312,3
603,厘,21400,U+5398,追加字库; 合并字库; GB2312,3
604,厚,21402,U+539A,合并字库; GB2312,2
605,厝,21405,U+539D,追加字库; 合并字库; GB2312,3
606,原,21407,U+539F,合并字库; GB2312,2
607,厢,21410,U+53A2,追加字库; 合并字库; GB2312,3
608,厣,21411,U+53A3,追加字库; 合并字库; GB2312,3
609,厥,21413,U+53A5,追加字库; 合并字库; GB2312,3
610,厦,21414,U+53A6,合并字库; GB2312,2
611,厨,21416,U+53A8,追加字库; 合并字库; GB2312,3
612,厩,21417,U+53A9,追加字库; 合并字库; GB2312,3
613,厮,21422,U+53AE,追加字库; 合并字库; GB2312,3
614,厶,21430,U+53B6,追加字库; 合并字库; GB2312,3
615,去,21435,U+53BB,追加字库; 追加字库; 合并字库; GB2312,4
616,县,21439,U+53BF,合并字库; GB2312,2
617,叁,21441,U+53C1,追加字库; 合并字库; GB2312,3
618,参,21442,U+53C2,追加字库; 合并字库; GB2312,3
619,又,21448,U+53C8,合并字库; GB2312,2
620,叉,21449,U+53C9,追加字库; 合并字库; GB2312,3
621,及,21450,U+53CA,合并字库; GB2312,2
622,友,21451,U+53CB,合并字库; GB2312,2
623,双,21452,U+53CC,合并字库; GB2312,2
624,反,21453,U+53CD,合并字库; GB2312,2
625,发,21457,U+53D1,合并字库; GB2312,2
626,叔,21460,U+53D4,追加字库; 合并字库; GB2312,3
627,取,21462,U+53D6,合并字库; GB2312,2
628,受,21463,U+53D7,追加字库; 合并字库; GB2312,3
629,变,21464,U+53D8,追加字库; 合并字库; GB2312,3
630,叙,21465,U+53D9,追加字库; 合并字库; GB2312,3
631,叛,21467,U+53DB,追加字库; 合并字库; GB2312,3
632,叟,21471,U+53DF,追加字库; 合并字库; GB2312,3
633,叠,21472,U+53E0,追加字库; 合并字库; GB2312,3
634,口,21475,U+53E3,合并字库; GB2312,2
635,古,21476,U+53E4,合并字库; GB2312,2
636,句,21477,U+53E5,合并字库; GB2312,2
637,另,21478,U+53E6,追加字库; 合并字库; GB2312,3
638,叨,21480,U+53E8,追加字库; 合并字库; GB2312,3
639,叩,21481,U+53E9,追加字库; 合并字库; GB2312,3
640,只,21482,U+53EA,追加字库; 合并字库; GB2312,3
641,叫,21483,U+53EB,合并字库; GB2312,2
642,召,21484,U+53EC,追加字库; 合并字库; GB2312,3
643,叭,21485,U+53ED,追加字库; 合并字库; GB2312,3
644,叮,21486,U+53EE,合并字库; GB2312,2
645,可,21487,U+53EF,追加字库; 追加字库; 合并字库; GB2312,4
646,台,21488,U+53F0,合并字库; GB2312,2
647,叱,21489,U+53F1,追加字库; 合并字库; GB2312,3
648,史,21490,U+53F2,追加字库; 合并字库; GB2312,3
649,右,21491,U+53F3,合并字库; GB2312,2
650,叵,21493,U+53F5,追加字库; 合并字库; GB2312,3
651,叶,21494,U+53F6,合并字库; GB2312,2
652,号,21495,U+53F7,合并字库; GB2312,2
653,司,21496,U+53F8,追加字库; 合并字库; GB2312,3
654,叹,21497,U+53F9,追加字库; 合并字库; GB2312,3
655,叻,21499,U+53FB,追加字库; 合并字库; GB2312,3
656,叼,21500,U+53FC,追加字库; 合并字库; GB2312,3
657,叽,21501,U+53FD,追加字库; 合并字库; GB2312,3
658,吁,21505,U+5401,追加字库; 合并字库; GB2312,3
659,吃,21507,U+5403,追加字库; 合并字库; GB2312,3
660,各,21508,U+5404,合并字库; GB2312,2
661,吆,21510,U+5406,追加字库; 合并字库; GB2312,3
662,合,21512,U+5408,合并字库; GB2312,2
663,吉,21513,U+5409,合并字库; GB2312,2
664,吊,21514,U+540A,追加字库; 合并字库; GB2312,3
665,同,21516,U+540C,合并字库; GB2312,2
666,名,21517,U+540D,合并字库; GB2312,2
667,后,21518,U+540E,追加字库; 合并字库; GB2312,3
668,吏,21519,U+540F,追加字库; 合并字库; GB2312,3
669,吐,21520,U+5410,追加字库; 合并字库; GB2312,3
670,向,21521,U+5411,合并字库; GB2312,2
671,吒,21522,U+5412,追加字库; 合并字库; GB2312,3
672,吓,21523,U+5413,追加字库; 合并字库; GB2312,3
673,吕,21525,U+5415,合并字库; GB2312,2
674,吖,21526,U+5416,追加字库; 合并字库; GB2312,3
675,吗,21527,U+5417,追加字库; 合并字库; GB2312,3
676,君,21531,U+541B,追加字库; 合并字库; GB2312,3
677,吝,21533,U+541D,追加字库; 合并字库; GB2312,3
678,吞,21534,U+541E,追加字库; 合并字库; GB2312,3
679,吟,21535,U+541F,追加字库; 合并字库; GB2312,3
680,吠,21536,U+5420,追加字库; 合并字库; GB2312,3
681,吡,21537,U+5421,追加字库; 合并字库; GB2312,3
682,吣,21539,U+5423,追加字库; 合并字库; GB2312,3
683,否,21542,U+5426,追加字库; 合并字库; GB2312,3
684,吧,21543,U+5427,追加字库; 合并字库; GB2312,3
685,吨,21544,U+5428,追加字库; 合并字库; GB2312,3
686,吩,21545,U+5429,追加字库; 合并字库; GB2312,3
687,含,21547,U+542B,追加字库; 合并字库; GB2312,3
688,听,21548,U+542C,合并字库; GB2312,2
689,吭,21549,U+542D,追加字库; 合并字库; GB2312,3
690,吮,21550,U+542E,追加字库; 合并字库; GB2312,3
691,启,21551,U+542F,合并字库; GB2312,2
692,吱,21553,U+5431,追加字库; 合并字库; GB2312,3
693,吲,21554,U+5432,追加字库; 合并字库; GB2312,3
694,吴,21556,U+5434,合并字库; GB2312,2
695,吵,21557,U+5435,追加字库; 合并字库; GB2312,3
696,吸,21560,U+5438,追加字库; 合并字库; GB2312,3
697,吹,21561,U+5439,追加字库; 合并字库; GB2312,3
698,吻,21563,U+543B,追加字库; 合并字库; GB2312,3
699,吼,21564,U+543C,追加字库; 合并字库; GB2312,3
700,吾,21566,U+543E,合并字库; GB2312,2
701,呀,21568,U+5440,追加字库; 合并字库; GB2312,3
702,呃,21571,U+5443,追加字库; 合并字库; GB2312,3
703,呆,21574,U+5446,追加字库; 合并字库; GB2312,3
704,呈,21576,U+5448,追加字库; 合并字库; GB2312,3
705,告,21578,U+544A,追加字库; 合并字库; GB2312,3
706,呋,21579,U+544B,追加字库; 合并字库; GB2312,3
707,呐,21584,U+5450,追加字库; 合并字库; GB2312,3
708,呒,21586,U+5452,追加字库; 合并字库; GB2312,3
709,呓,21587,U+5453,追加字库; 合并字库; GB2312,3
710,呔,21588,U+5454,追加字库; 合并字库; GB2312,3
711,呕,21589,U+5455,追加字库; 合并字库; GB2312,3
712,呖,21590,U+5456,追加字库; 合并字库; GB2312,3
713,呗,21591,U+5457,追加字库; 合并字库; GB2312,3
714,员,21592,U+5458,追加字库; 合并字库; GB2312,3
715,呙,21593,U+5459,追加字库; 合并字库; GB2312,3
716,呛,21595,U+545B,追加字库; 合并字库; GB2312,3
717,呜,21596,U+545C,追加字库; 合并字库; GB2312,3
718,呢,21602,U+5462,合并字库; GB2312,2
719,呤,21604,U+5464,追加字库; 合并字库; GB2312,3
720,呦,21606,U+5466,追加字库; 合并字库; GB2312,3
721,周,21608,U+5468,合并字库; GB2312,2
722,呱,21617,U+5471,追加字库; 合并字库; GB2312,3
723,呲,21618,U+5472,追加字库; 合并字库; GB2312,3
724,味,21619,U+5473,追加字库; 合并字库; GB2312,3
725,呵,21621,U+5475,追加字库; 合并字库; GB2312,3
726,呶,21622,U+5476,追加字库; 合并字库; GB2312,3
727,呷,21623,U+5477,追加字库; 合并字库; GB2312,3
728,呸,21624,U+5478,追加字库; 合并字库; GB2312,3
729,呻,21627,U+547B,追加字库; 合并字库; GB2312,3
730,呼,21628,U+547C,合并字库; GB2312,2
731,命,21629,U+547D,合并字库; GB2312,2
732,咀,21632,U+5480,追加字库; 合并字库; GB2312,3
733,咂,21634,U+5482,追加字库; 合并字库; GB2312,3
734,咄,21636,U+5484,追加字库; 合并字库; GB2312,3
735,咆,21638,U+5486,追加字库; 合并字库; GB2312,3
736,咋,21643,U+548B,追加字库; 合并字库; GB2312,3
737,和,21644,U+548C,合并字库; GB2312,2
738,咎,21646,U+548E,追加字库; 合并字库; GB2312,3
739,咏,21647,U+548F,追加字库; 合并字库; GB2312,3
740,咐,21648,U+5490,追加字库; 合并字库; GB2312,3
741,咒,21650,U+5492,追加字库; 合并字库; GB2312,3
742,咔,21652,U+5494,追加字库; 合并字库; GB2312,3
743,咕,21653,U+5495,追加字库; 合并字库; GB2312,3
744,咖,21654,U+5496,追加字库; 合并字库; GB2312,3
745,咙,21657,U+5499,追加字库; 合并字库; GB2312,3
746,咚,21658,U+549A,合并字库; GB2312,2
747,咛,21659,U+549B,追加字库; 合并字库; GB2312,3
748,咝,21661,U+549D,追加字库; 合并字库; GB2312,3
749,咣,21667,U+54A3,追加字库; 合并字库; GB2312,3
750,咤,21668,U+54A4,追加字库; 合并字库; GB2312,3
751,咦,21670,U+54A6,追加字库; 合并字库; GB2312,3
752,咧,21671,U+54A7,追加字库; 合并字库; GB2312,3
753,咨,21672,U+54A8,追加字库; 合并字库; GB2312,3
754,咩,21673,U+54A9,追加字库; 合并字库; GB2312,3
755,咪,21674,U+54AA,追加字库; 合并字库; GB2312,3
756,咫,21675,U+54AB,追加字库; 合并字库; GB2312,3
757,咬,21676,U+54AC,追加字库; 合并字库; GB2312,3
758,咭,21677,U+54AD,追加字库; 合并字库; GB2312,3
759,咯,21679,U+54AF,追加字库; 合并字库; GB2312,3
760,咱,21681,U+54B1,追加字库; 合并字库; GB2312,3
761,咳,21683,U+54B3,追加字库; 合并字库; GB2312,3
762,咴,21684,U+54B4,追加字库; 合并字库; GB2312,3
763,咸,21688,U+54B8,合并字库; GB2312,2
764,咻,21691,U+54BB,追加字库; 合并字库; GB2312,3
765,咽,21693,U+54BD,追加字库; 合并字库; GB2312,3
766,咿,21695,U+54BF,追加字库; 合并字库; GB2312,3
767,哀,21696,U+54C0,追加字库; 合并字库; GB2312,3
768,品,21697,U+54C1,追加字库; 合并字库; GB2312,3
769,哂,21698,U+54C2,追加字库; 合并字库; GB2312,3
770,哄,21700,U+54C4,追加字库; 合并字库; GB2312,3
771,哆,21702,U+54C6,追加字库; 合并字库; GB2312,3
772,哇,21703,U+54C7,追加字库; 合并字库; GB2312,3
773,哈,21704,U+54C8,合并字库; GB2312,2
774,哉,21705,U+54C9,追加字库; 合并字库; GB2312,3
775,哌,21708,U+54CC,追加字库; 合并字库; GB2312,3
776,响,21709,U+54CD,合并字库; GB2312,2
777,哎,21710,U+54CE,追加字库; 合并字库; GB2312,3
778,哏,21711,U+54CF,追加字库; 合并字库; GB2312,3
779,哐,21712,U+54D0,追加字库; 合并字库; GB2312,3
780,哑,21713,U+54D1,追加字库; 合并字库; GB2312,3
781,哒,21714,U+54D2,追加字库; 合并字库; GB2312,3
782,哓,21715,U+54D3,追加字库; 合并字库; GB2312,3
783,哔,21716,U+54D4,追加字库; 合并字库; GB2312,3
784,哕,21717,U+54D5,追加字库; 合并字库; GB2312,3
785,哗,21719,U+54D7,追加字库; 合并字库; GB2312,3
786,哙,21721,U+54D9,追加字库; 合并字库; GB2312,3
787,哚,21722,U+54DA,追加字库; 合并字库; GB2312,3
788,哜,21724,U+54DC,追加字库; 合并字库; GB2312,3
789,哝,21725,U+54DD,追加字库; 合并字库; GB2312,3
790,哞,21726,U+54DE,追加字库; 合并字库; GB2312,3
791,哟,21727,U+54DF,追加字库; 合并字库; GB2312,3
792,哥,21733,U+54E5,合并字库; GB2312,2
793,哦,21734,U+54E6,追加字库; 合并字库; GB2312,3
794,哧,21735,U+54E7,追加字库; 合并字库; GB2312,3
795,哨,21736,U+54E8,追加字库; 合并字库; GB2312,3
796,哩,21737,U+54E9,追加字库; 合并字库; GB2312,3
797,哪,21738,U+54EA,追加字库; 合并字库; GB2312,3
798,哭,21741,U+54ED,追加字库; 合并字库; GB2312,3
799,哮,21742,U+54EE,追加字库; 合并字库; GB2312,3
800,哲,21746,U+54F2,追加字库; 合并字库; GB2312,3
801,哳,21747,U+54F3,追加字库; 合并字库; GB2312,3
802,哺,21754,U+54FA,追加字库; 合并字库; GB2312,3
803,哼,21756,U+54FC,追加字库; 合并字库; GB2312,3
804,哽,21757,U+54FD,追加字库; 合并字库; GB2312,3
805,哿,21759,U+54FF,追加字库; 合并字库; GB2312,3
806,唁,21761,U+5501,追加字库; 合并字库; GB2312,3
807,唆,21766,U+5506,追加字库; 合并字库; GB2312,3
808,唇,21767,U+5507,追加字库; 合并字库; GB2312,3
809,唉,21769,U+5509,追加字库; 合并字库; GB2312,3
810,唏,21775,U+550F,追加字库; 合并字库; GB2312,3
811,唐,21776,U+5510,合并字库; GB2312,2
812,唑,21777,U+5511,追加字库; 合并字库; GB2312,3
813,唔,21780,U+5514,追加字库; 合并字库; GB2312,3
814,唛,21787,U+551B,追加字库; 合并字库; GB2312,3
815,唠,21792,U+5520,追加字库; 合并字库; GB2312,3
816,唢,21794,U+5522,追加字库; 合并字库; GB2312,3
817,唣,21795,U+5523,追加字库; 合并字库; GB2312,3
818,唤,21796,U+5524,追加字库; 合并字库; GB2312,3
819,唧,21799,U+5527,追加字库; 合并字库; GB2312,3
820,唪,21802,U+552A,追加字库; 合并字库; GB2312,3
821,唬,21804,U+552C,追加字库; 合并字库; GB2312,3
822,售,21806,U+552E,追加字库; 合并字库; GB2312,3
823,唯,21807,U+552F,追加字库; 合并字库; GB2312,3
824,唰,21808,U+5530,追加字库; 合并字库; GB2312,3
825,唱,21809,U+5531,追加字库; 合并字库; GB2312,3
826,唳,21811,U+5533,追加字库; 合并字库; GB2312,3
827,唷,21815,U+5537,追加字库; 合并字库; GB2312,3
